Match-Name,Name,score
"Leicester, NY","Leicester, NY",100
"Merrimac, WI","Merrimac, WI",100
"Senecaville, OH","Senecaville, OH",100
"Weippe, ID","Weippe, ID",100
"Rothbury, MI","Rothbury, MI",100
"Thompsonville, MI","Thompsonville, MI",100
"Fries, VA","Fries, VA",100
"Wykoff, MN","Wykoff, MN",100
"Wilkinson, IN","Wilkinson, IN",100
"Roann, IN","Roann, IN",100
"Mount Crawford, VA","Mount Crawford, VA",100
"Beecher, IL","Beecher, IL",100
"Valley Falls, NY","Valley Falls, NY",100
"Mecosta, MI","Mecosta, MI",100
"Cornell, IL","Cornell, IL",100
"Menlo, GA","Menlo, GA",100
"Van Buren, OH","Van Buren, OH",100
"Gadsden, TN","Gadsden, TN",100
"Kaleva, MI","Kaleva, MI",100
"Towanda, IL","Towanda, IL",100
"Idaho, ID","Idaho, ID",100
"Mansfield, GA","Mansfield, GA",100
"Birchwood, WI","Birchwood, WI",100
"Urbanna, VA","Urbanna, VA",100
"Cement, MI","Cement, MI",100
"Kingston, MI","Kingston, MI",100
"Nevis, MN","Nevis, MN",100
"Leonard, MI","Leonard, MI",100
"Vanleer, TN","Vanleer, TN",100
"Tiger, GA","Tiger, GA",100
"Wrenshall, MN","Wrenshall, MN",100
"Parkton, NC","Parkton, NC",100
"Salemburg, NC","Salemburg, NC",100
"Birdseye, IN","Birdseye, IN",100
"Waveland, IN","Waveland, IN",100
"Bonanza, OR","Bonanza, OR",100
"Fredericksburg, OH","Fredericksburg, OH",100
"Morrison, CO","Morrison, CO",100
"Sturgeon Lake, MN","Sturgeon Lake, MN",100
"Junction, WI","Junction, WI",100
"Sugar Grove, OH","Sugar Grove, OH",100
"Ochelata, OK","Ochelata, OK",100
"Topsail Beach, NC","Topsail Beach, NC",100
"Barton, MD","Barton, MD",100
"Avinger, TX","Avinger, TX",100
"Teachey, NC","Teachey, NC",100
"Troutville, VA","Troutville, VA",100
"Hanover, MI","Hanover, MI",100
"Claypool, IN","Claypool, IN",100
"Parish, NY","Parish, NY",100
"Orland, IN","Orland, IN",100
"Macclesfield, NC","Macclesfield, NC",100
"Perrysville, IN","Perrysville, IN",100
"Henry, TN","Henry, TN",100
"Alford, FL","Alford, FL",100
"Rock Creek, OH","Rock Creek, OH",100
"Coolville, OH","Coolville, OH",100
"Lilesville, NC","Lilesville, NC",100
"Stockport, OH","Stockport, OH",100
"West Farmington, OH","West Farmington, OH",100
"Cherry Valley, NY","Cherry Valley, NY",100
"Freeport, MI","Freeport, MI",100
"Sunrise Beach, MO","Sunrise Beach, MO",100
"Gilman, IA","Gilman, IA",100
"Alexander, NY","Alexander, NY",100
"Arnett, OK","Arnett, OK",100
"Oak Grove, MO","Oak Grove, MO",100
"New Virginia, IA","New Virginia, IA",100
"Remsen, NY","Remsen, NY",100
"Calhoun, TN","Calhoun, TN",100
"Spring Valley, OH","Spring Valley, OH",100
"Bell, FL","Bell, FL",100
"Cross Hill, SC","Cross Hill, SC",100
"Cromwell, IN","Cromwell, IN",100
"Camden, MI","Camden, MI",100
"Van Etten, NY","Van Etten, NY",100
"Belle Haven, VA","Belle Haven, VA",100
"Grand Lake, CO","Grand Lake, CO",100
"Green Lane, PA","Green Lane, PA",100
"Hamersville, OH","Hamersville, OH",100
"Cato, NY","Cato, NY",100
"Williamson, GA","Williamson, GA",100
"Benzonia, MI","Benzonia, MI",100
"Liberty, IL","Liberty, IL",100
"Barker, NY","Barker, NY",100
"Enterprise, MS","Enterprise, MS",100
"Dawson, IL","Dawson, IL",100
"Delhi, IA","Delhi, IA",100
"Fife Lake, MI","Fife Lake, MI",100
"Penn, PA","Penn, PA",100
"Fort Ann, NY","Fort Ann, NY",100
"Francisco, IN","Francisco, IN",100
"Pacific Junction, IA","Pacific Junction, IA",100
"Lost Creek, WV","Lost Creek, WV",100
"Chrisney, IN","Chrisney, IN",100
"Holt, MO","Holt, MO",100
"Stonewall, OK","Stonewall, OK",100
"Hunter, NY","Hunter, NY",100
"Melbourne, KY","Melbourne, KY",100
"Melrose, WI","Melrose, WI",100
"Nichols, NY","Nichols, NY",100
"Withee, WI","Withee, WI",100
"Bruceville, IN","Bruceville, IN",100
"Rosholt, WI","Rosholt, WI",100
"Bonneau, SC","Bonneau, SC",100
"Pillager, MN","Pillager, MN",100
"Sudlersville, MD","Sudlersville, MD",100
"Poland, NY","Poland, NY",100
"Elkmont, AL","Elkmont, AL",100
"Fletcher, OH","Fletcher, OH",100
"Sopchoppy, FL","Sopchoppy, FL",100
"Friendsville, MD","Friendsville, MD",100
"Lizton, IN","Lizton, IN",100
"Rose Bud, AR","Rose Bud, AR",100
"Laura, OH","Laura, OH",100
"Fort Jennings, OH","Fort Jennings, OH",100
"Ethridge, TN","Ethridge, TN",100
"Twisp, WA","Twisp, WA",100
"Dolores, CO","Dolores, CO",100
"Sodus, NY","Sodus, NY",100
"Middleburgh, NY","Middleburgh, NY",100
"Mountain, CO","Mountain, CO",100
"Arma, KS","Arma, KS",100
"Long Beach, WA","Long Beach, WA",100
"Culver, IN","Culver, IN",100
"Big Bend, WI","Big Bend, WI",100
"Chatham, VA","Chatham, VA",100
"Elmore, AL","Elmore, AL",100
"Laflin, PA","Laflin, PA",100
"Lake Hamilton, FL","Lake Hamilton, FL",100
"Bremen, OH","Bremen, OH",100
"Paul, ID","Paul, ID",100
"Fort Benton, MT","Fort Benton, MT",100
"Blue Ridge, GA","Blue Ridge, GA",100
"South Coatesville, PA","South Coatesville, PA",100
"Oakdale, PA","Oakdale, PA",100
"Burns, TN","Burns, TN",100
"Iota, LA","Iota, LA",100
"Ortonville, MI","Ortonville, MI",100
"Roxana, IL","Roxana, IL",100
"Ash Grove, MO","Ash Grove, MO",100
"Arlington, OH","Arlington, OH",100
"Richmond, MN","Richmond, MN",100
"Queen, TX","Queen, TX",100
"Burton, OH","Burton, OH",100
"Cleveland, WI","Cleveland, WI",100
"Newton, AL","Newton, AL",100
"Fort Recovery, OH","Fort Recovery, OH",100
"State Center, IA","State Center, IA",100
"Roaming Shores, OH","Roaming Shores, OH",100
"Stanton, MI","Stanton, MI",100
"Greene, NY","Greene, NY",100
"Cross Roads, TX","Cross Roads, TX",100
"Ardmore, AL","Ardmore, AL",100
"Montezuma, IA","Montezuma, IA",100
"Gridley, IL","Gridley, IL",100
"Mendon, UT","Mendon, UT",100
"Pemberville, OH","Pemberville, OH",100
"Hill, KS","Hill, KS",100
"Elizabeth, CO","Elizabeth, CO",100
"New Beaver, PA","New Beaver, PA",100
"Earlham, IA","Earlham, IA",100
"Sackets Harbor, NY","Sackets Harbor, NY",100
"Fennville, MI","Fennville, MI",100
"Mancos, CO","Mancos, CO",100
"Granger, IA","Granger, IA",100
"Woodward, IA","Woodward, IA",100
"Darrington, WA","Darrington, WA",100
"Glade Spring, VA","Glade Spring, VA",100
"Kimball, TN","Kimball, TN",100
"Pilot Mountain, NC","Pilot Mountain, NC",100
"West Conshohocken, PA","West Conshohocken, PA",100
"Cadott, WI","Cadott, WI",100
"Dunlap, IL","Dunlap, IL",100
"Morris, OK","Morris, OK",100
"Philo, IL","Philo, IL",100
"Awendaw, SC","Awendaw, SC",100
"Manning, IA","Manning, IA",100
"Coloma, MI","Coloma, MI",100
"Grapeland, TX","Grapeland, TX",100
"Dover, AR","Dover, AR",100
"Darmstadt, IN","Darmstadt, IN",100
"Towanda, KS","Towanda, KS",100
"Interlachen, FL","Interlachen, FL",100
"Colmar Manor, MD","Colmar Manor, MD",100
"Sumas, WA","Sumas, WA",100
"Columbine Valley, CO","Columbine Valley, CO",100
"Cannelton, IN","Cannelton, IN",100
"Weldon, NC","Weldon, NC",100
"Greenup, IL","Greenup, IL",100
"Williamsville, IL","Williamsville, IL",100
"Waterman, IL","Waterman, IL",100
"Duncannon, PA","Duncannon, PA",100
"Seadrift, TX","Seadrift, TX",100
"Oak Leaf, TX","Oak Leaf, TX",100
"Claycomo, MO","Claycomo, MO",100
"Dale, IN","Dale, IN",100
"Baxter, TN","Baxter, TN",100
"Sylvan Springs, AL","Sylvan Springs, AL",100
"Marathon, WI","Marathon, WI",100
"Montrose, PA","Montrose, PA",100
"Fair Grove, MO","Fair Grove, MO",100
"Atlantic Beach, NC","Atlantic Beach, NC",100
"Maurice, LA","Maurice, LA",100
"Baird, TX","Baird, TX",100
"Edgewood, TX","Edgewood, TX",100
"Manito, IL","Manito, IL",100
"Oakwood, IL","Oakwood, IL",100
"Pilot Rock, OR","Pilot Rock, OR",100
"Waterford, PA","Waterford, PA",100
"Summerdale, AL","Summerdale, AL",100
"Shoshone, ID","Shoshone, ID",100
"Brooklyn Heights, OH","Brooklyn Heights, OH",100
"Herscher, IL","Herscher, IL",100
"Port Barrington, IL","Port Barrington, IL",100
"Monticello, MS","Monticello, MS",100
"Albion, PA","Albion, PA",100
"West Salem, OH","West Salem, OH",100
"Jackson Center, OH","Jackson Center, OH",100
"Tylertown, MS","Tylertown, MS",100
"Pittsville, MD","Pittsville, MD",100
"Head Of The Harbor, NY","Head Of The Harbor, NY",100
"Brooklyn, WI","Brooklyn, WI",100
"Monrovia, IN","Monrovia, IN",100
"Bangor, WI","Bangor, WI",100
"Plandome, NY","Plandome, NY",100
"South Palm Beach, FL","South Palm Beach, FL",100
"Wolfe, TX","Wolfe, TX",100
"Leland Grove, IL","Leland Grove, IL",100
"Sun Valley, ID","Sun Valley, ID",100
"Boyd, TX","Boyd, TX",100
"Indian Shores, FL","Indian Shores, FL",100
"Slater, IA","Slater, IA",100
"Elizabeth, PA","Elizabeth, PA",100
"Monona, IA","Monona, IA",100
"Urbana, IA","Urbana, IA",100
"North Redington Beach, FL","North Redington Beach, FL",100
"Dover, TN","Dover, TN",100
"Catawissa, PA","Catawissa, PA",100
"Mount Pulaski, IL","Mount Pulaski, IL",100
"Redington Beach, FL","Redington Beach, FL",100
"Windsor, PA","Windsor, PA",100
"Winfield, MO","Winfield, MO",100
"Depoe Bay, OR","Depoe Bay, OR",100
"Freedom, PA","Freedom, PA",100
"Somerville, TX","Somerville, TX",100
"Crainville, IL","Crainville, IL",100
"Luna Pier, MI","Luna Pier, MI",100
"Walnut, IL","Walnut, IL",100
"Silver Lake, KS","Silver Lake, KS",100
"Rutledge, TN","Rutledge, TN",100
"Cerro Gordo, IL","Cerro Gordo, IL",100
"North Utica, IL","North Utica, IL",100
"Yates Center, KS","Yates Center, KS",100
"Sugar, ID","Sugar, ID",100
"Woodbine, GA","Woodbine, GA",100
"Port Gibson, MS","Port Gibson, MS",100
"Blair, WI","Blair, WI",100
"Sublette, KS","Sublette, KS",100
"Powells Crossroads, TN","Powells Crossroads, TN",100
"Geneva, IN","Geneva, IN",100
"Hartford, IL","Hartford, IL",100
"Frenchtown, NJ","Frenchtown, NJ",100
"Callahan, FL","Callahan, FL",100
"Woodville, WI","Woodville, WI",100
"Walnut Cove, NC","Walnut Cove, NC",100
"Parker, IN","Parker, IN",100
"Forreston, IL","Forreston, IL",100
"Tripoli, IA","Tripoli, IA",100
"Capron, IL","Capron, IL",100
"Chapman, KS","Chapman, KS",100
"Nora Springs, IA","Nora Springs, IA",100
"Pelahatchie, MS","Pelahatchie, MS",100
"Minneota, MN","Minneota, MN",100
"Munford, AL","Munford, AL",100
"Vian, OK","Vian, OK",100
"Sea Bright, NJ","Sea Bright, NJ",100
"Ferndale, CA","Ferndale, CA",100
"Mancelona, MI","Mancelona, MI",100
"Park River, ND","Park River, ND",100
"Clifton, IL","Clifton, IL",100
"Morristown, IN","Morristown, IN",100
"Pine Knoll Shores, NC","Pine Knoll Shores, NC",100
"Elkhart, TX","Elkhart, TX",100
"China Grove, TX","China Grove, TX",100
"Hampton, NJ","Hampton, NJ",100
"Troy, TN","Troy, TN",100
"New Berlin, IL","New Berlin, IL",100
"Saranac, MI","Saranac, MI",100
"Minerva Park, OH","Minerva Park, OH",100
"Flemington, PA","Flemington, PA",100
"Hayfield, MN","Hayfield, MN",100
"Douglas, MI","Douglas, MI",100
"Pemberton, NJ","Pemberton, NJ",100
"Owensville, IN","Owensville, IN",100
"Rich Hill, MO","Rich Hill, MO",100
"Inman, KS","Inman, KS",100
"Princes Lakes, IN","Princes Lakes, IN",100
"Harper, KS","Harper, KS",100
"Milan, OH","Milan, OH",100
"Monroeville, IN","Monroeville, IN",100
"Litchfield, MI","Litchfield, MI",100
"Oriskany, NY","Oriskany, NY",100
"Maple Park, IL","Maple Park, IL",100
"Earlington, KY","Earlington, KY",100
"Emory, TX","Emory, TX",100
"Ness, KS","Ness, KS",100
"Youngsville, NC","Youngsville, NC",100
"Crooks, SD","Crooks, SD",100
"Flippin, AR","Flippin, AR",100
"Pittsford, NY","Pittsford, NY",100
"Nashotah, WI","Nashotah, WI",100
"New Market, TN","New Market, TN",100
"Livonia, NY","Livonia, NY",100
"New London, MN","New London, MN",100
"White Cloud, MI","White Cloud, MI",100
"Millbrook, NY","Millbrook, NY",100
"Durand, IL","Durand, IL",100
"Dunes, OR","Dunes, OR",100
"Pine Mountain, GA","Pine Mountain, GA",100
"Brooklyn, IA","Brooklyn, IA",100
"Dillsboro, IN","Dillsboro, IN",100
"Claremont, NC","Claremont, NC",100
"Avondale, PA","Avondale, PA",100
"Clarks Green, PA","Clarks Green, PA",100
"Woodbine, IA","Woodbine, IA",100
"Cornell, WI","Cornell, WI",100
"Moody, TX","Moody, TX",100
"Lake Waccamaw, NC","Lake Waccamaw, NC",100
"Pioneer, OH","Pioneer, OH",100
"Biltmore Forest, NC","Biltmore Forest, NC",100
"Locust Grove, OK","Locust Grove, OK",100
"Rockaway Beach, OR","Rockaway Beach, OR",100
"Montague, CA","Montague, CA",100
"Worthington, IN","Worthington, IN",100
"New Windsor, MD","New Windsor, MD",100
"Hubbard, TX","Hubbard, TX",100
"Felton, DE","Felton, DE",100
"Wellman, IA","Wellman, IA",100
"Black Earth, WI","Black Earth, WI",100
"Bruceton, TN","Bruceton, TN",100
"Centreville, MI","Centreville, MI",100
"Colwich, KS","Colwich, KS",100
"Gardner, IL","Gardner, IL",100
"Grandview, IL","Grandview, IL",100
"Gleason, TN","Gleason, TN",100
"Middletown, VA","Middletown, VA",100
"Fayette, IA","Fayette, IA",100
"Kinsley, KS","Kinsley, KS",100
"Princeton, NC","Princeton, NC",100
"Carbondale, KS","Carbondale, KS",100
"Elmore, OH","Elmore, OH",100
"Hughestown, PA","Hughestown, PA",100
"Rice, MN","Rice, MN",100
"South Carthage, TN","South Carthage, TN",100
"Russells Point, OH","Russells Point, OH",100
"Glyndon, MN","Glyndon, MN",100
"Oakland, MO","Oakland, MO",100
"Valencia, PA","Valencia, PA",100
"Bell Acres, PA","Bell Acres, PA",100
"West Yellowstone, MT","West Yellowstone, MT",100
"Mount Wolf, PA","Mount Wolf, PA",100
"Woodbranch, TX","Woodbranch, TX",100
"Blawnox, PA","Blawnox, PA",100
"Oxford, NY","Oxford, NY",100
"Marmet, WV","Marmet, WV",100
"Schwenksville, PA","Schwenksville, PA",100
"Shoemakersville, PA","Shoemakersville, PA",100
"Winlock, WA","Winlock, WA",100
"Woodway, WA","Woodway, WA",100
"Hico, TX","Hico, TX",100
"Lone Tree, IA","Lone Tree, IA",100
"Kincaid, IL","Kincaid, IL",100
"Bay, OR","Bay, OR",100
"Wayne, WV","Wayne, WV",100
"Oronoco, MN","Oronoco, MN",100
"Ligonier, PA","Ligonier, PA",100
"Alvord, TX","Alvord, TX",100
"Clinton, LA","Clinton, LA",100
"Weston, OH","Weston, OH",100
"Decatur, TN","Decatur, TN",100
"Landover Hills, MD","Landover Hills, MD",100
"Ritzville, WA","Ritzville, WA",100
"Ridgely, MD","Ridgely, MD",100
"Edgeworth, PA","Edgeworth, PA",100
"Jonesboro, IN","Jonesboro, IN",100
"Vevay, IN","Vevay, IN",100
"Lebanon, NJ","Lebanon, NJ",100
"Murphy, NC","Murphy, NC",100
"Young Harris, GA","Young Harris, GA",100
"Westwood, KS","Westwood, KS",100
"Kersey, CO","Kersey, CO",100
"Watervliet, MI","Watervliet, MI",100
"Vance, AL","Vance, AL",100
"Steelville, MO","Steelville, MO",100
"Douglass, KS","Douglass, KS",100
"Arcadia, IN","Arcadia, IN",100
"Cowan, TN","Cowan, TN",100
"Bluff, TN","Bluff, TN",100
"West Unity, OH","West Unity, OH",100
"Denton, NC","Denton, NC",100
"Toquerville, UT","Toquerville, UT",100
"Sorrento, LA","Sorrento, LA",100
"Del Rey Oaks, CA","Del Rey Oaks, CA",100
"Nashville, MI","Nashville, MI",100
"South Rockwood, MI","South Rockwood, MI",100
"Stanley, VA","Stanley, VA",100
"Island Heights, NJ","Island Heights, NJ",100
"Cosmopolis, WA","Cosmopolis, WA",100
"Holland, OH","Holland, OH",100
"Mccomb, OH","Mccomb, OH",100
"Rock Creek, MN","Rock Creek, MN",100
"Shelbina, MO","Shelbina, MO",100
"Caddo Mills, TX","Caddo Mills, TX",100
"De Kalb, TX","De Kalb, TX",100
"Rose Hill, NC","Rose Hill, NC",100
"Franklin, TX","Franklin, TX",100
"Dayton, VA","Dayton, VA",100
"Mars, PA","Mars, PA",100
"Argos, IN","Argos, IN",100
"Patton, PA","Patton, PA",100
"Teutopolis, IL","Teutopolis, IL",100
"Port Byron, IL","Port Byron, IL",100
"Kettle Falls, WA","Kettle Falls, WA",100
"Perry, OH","Perry, OH",100
"Caledonia, MI","Caledonia, MI",100
"Chester, NJ","Chester, NJ",100
"Garden, MO","Garden, MO",100
"Bayou Vista, TX","Bayou Vista, TX",100
"Chatham, NY","Chatham, NY",100
"Salem, AR","Salem, AR",100
"Walcott, IA","Walcott, IA",100
"Trempealeau, WI","Trempealeau, WI",100
"Minco, OK","Minco, OK",100
"Spring Green, WI","Spring Green, WI",100
"Sedgwick, KS","Sedgwick, KS",100
"Homer, MI","Homer, MI",100
"Sebewaing, MI","Sebewaing, MI",100
"Mulberry, AR","Mulberry, AR",100
"Franklinville, NY","Franklinville, NY",100
"Batavia, OH","Batavia, OH",100
"Blue Grass, IA","Blue Grass, IA",100
"Osseo, WI","Osseo, WI",100
"Ellijay, GA","Ellijay, GA",100
"Haubstadt, IN","Haubstadt, IN",100
"Harvey, ND","Harvey, ND",100
"Freeport, PA","Freeport, PA",100
"Ripley, OH","Ripley, OH",100
"Louisa, VA","Louisa, VA",100
"Cassopolis, MI","Cassopolis, MI",100
"Rushford, MN","Rushford, MN",100
"Brooklet, GA","Brooklet, GA",100
"Havana, FL","Havana, FL",100
"Oakfield, NY","Oakfield, NY",100
"Fairfax, OH","Fairfax, OH",100
"Whiting, WI","Whiting, WI",100
"Oakes, ND","Oakes, ND",100
"Cross, FL","Cross, FL",100
"Lake Como, NJ","Lake Como, NJ",100
"Honey Grove, TX","Honey Grove, TX",100
"Choteau, MT","Choteau, MT",100
"Dallas Center, IA","Dallas Center, IA",100
"Tunkhannock, PA","Tunkhannock, PA",100
"Greenwich, NY","Greenwich, NY",100
"Stillwater, NY","Stillwater, NY",100
"Haymarket, VA","Haymarket, VA",100
"Fall River, WI","Fall River, WI",100
"Amity, OR","Amity, OR",100
"Clinton, NY","Clinton, NY",100
"Harpersville, AL","Harpersville, AL",100
"Allegany, NY","Allegany, NY",100
"Kirkland, IL","Kirkland, IL",100
"Roanoke, IN","Roanoke, IN",100
"Bay Springs, MS","Bay Springs, MS",100
"Montverde, FL","Montverde, FL",100
"Albany, MO","Albany, MO",100
"Richlands, NC","Richlands, NC",100
"Kentland, IN","Kentland, IN",100
"Princeville, IL","Princeville, IL",100
"Three Way, TN","Three Way, TN",100
"Oroville, WA","Oroville, WA",100
"Bement, IL","Bement, IL",100
"Crested Butte, CO","Crested Butte, CO",100
"South Amherst, OH","South Amherst, OH",100
"Gilman, IL","Gilman, IL",100
"Big Timber, MT","Big Timber, MT",100
"Farley, IA","Farley, IA",100
"Hagerstown, IN","Hagerstown, IN",100
"Perryopolis, PA","Perryopolis, PA",100
"Montpelier, IN","Montpelier, IN",100
"Dresden, OH","Dresden, OH",100
"Bristol, IN","Bristol, IN",100
"Bunker Hill, IL","Bunker Hill, IL",100
"Mazomanie, WI","Mazomanie, WI",100
"Lithopolis, OH","Lithopolis, OH",100
"Horton, KS","Horton, KS",100
"Calhoun, MS","Calhoun, MS",100
"Holley, NY","Holley, NY",100
"Ramseur, NC","Ramseur, NC",100
"Panguitch, UT","Panguitch, UT",100
"Cheswick, PA","Cheswick, PA",100
"Josephine, TX","Josephine, TX",100
"Pleasantville, IA","Pleasantville, IA",100
"Ragland, AL","Ragland, AL",100
"Rossville, IN","Rossville, IN",100
"Shiremanstown, PA","Shiremanstown, PA",100
"Kingsley, MI","Kingsley, MI",100
"Dobson, NC","Dobson, NC",100
"Stratford, OK","Stratford, OK",100
"Wyoming, DE","Wyoming, DE",100
"Mexico, NY","Mexico, NY",100
"Deposit, NY","Deposit, NY",100
"Port Dickinson, NY","Port Dickinson, NY",100
"Jefferson, NC","Jefferson, NC",100
"Woodmont, CT","Woodmont, CT",100
"Crescent, FL","Crescent, FL",100
"Smethport, PA","Smethport, PA",100
"Nescopeck, PA","Nescopeck, PA",100
"Seaside Park, NJ","Seaside Park, NJ",100
"Nederland, CO","Nederland, CO",100
"Bangs, TX","Bangs, TX",100
"Newfield, NJ","Newfield, NJ",100
"Powhatan Point, OH","Powhatan Point, OH",100
"Paxtang, PA","Paxtang, PA",100
"Pinebluff, NC","Pinebluff, NC",100
"Gallitzin, PA","Gallitzin, PA",100
"Poultney, VT","Poultney, VT",100
"Thorntown, IN","Thorntown, IN",100
"Niagara, WI","Niagara, WI",100
"Montrose, MI","Montrose, MI",100
"Schoolcraft, MI","Schoolcraft, MI",100
"Crothersville, IN","Crothersville, IN",100
"Duck Hill, MS","Duck Hill, MS",100
"Westlake, TX","Westlake, TX",100
"Pewee Valley, KY","Pewee Valley, KY",100
"Roseto, PA","Roseto, PA",100
"Vonore, TN","Vonore, TN",100
"Crescent, OK","Crescent, OK",100
"Norwood, NY","Norwood, NY",100
"Bennington, NE","Bennington, NE",100
"Watertown, TN","Watertown, TN",100
"Montgomery, PA","Montgomery, PA",100
"Shreve, OH","Shreve, OH",100
"Brookston, IN","Brookston, IN",100
"Erie, IL","Erie, IL",100
"Granger, TX","Granger, TX",100
"Fort Loramie, OH","Fort Loramie, OH",100
"Keystone Heights, FL","Keystone Heights, FL",100
"Winchester, MO","Winchester, MO",100
"Huntsville, MO","Huntsville, MO",100
"Charlotte, TN","Charlotte, TN",100
"New Plymouth, ID","New Plymouth, ID",100
"Rehoboth Beach, DE","Rehoboth Beach, DE",100
"Anna, OH","Anna, OH",100
"Redfield, AR","Redfield, AR",100
"Chapel Hill, TN","Chapel Hill, TN",100
"Englewood, TN","Englewood, TN",100
"Fairmount Heights, MD","Fairmount Heights, MD",100
"Waverly, MN","Waverly, MN",100
"Stacy, MN","Stacy, MN",100
"Limestone, IL","Limestone, IL",100
"Cambridge, WI","Cambridge, WI",100
"Mediapolis, IA","Mediapolis, IA",100
"Eagle River, WI","Eagle River, WI",100
"Stanfield, NC","Stanfield, NC",100
"Salisbury, MO","Salisbury, MO",100
"Nutter Fort, WV","Nutter Fort, WV",100
"North Pekin, IL","North Pekin, IL",100
"Salem, WV","Salem, WV",100
"New Middletown, OH","New Middletown, OH",100
"Bernice, LA","Bernice, LA",100
"Wolcott, NY","Wolcott, NY",100
"Lakeside, TX","Lakeside, TX",100
"Stockdale, TX","Stockdale, TX",100
"Athens, NY","Athens, NY",100
"Homer, PA","Homer, PA",100
"Gordonsville, VA","Gordonsville, VA",100
"Linn, MO","Linn, MO",100
"Adrian, MO","Adrian, MO",100
"Ovid, MI","Ovid, MI",100
"Belleair Beach, FL","Belleair Beach, FL",100
"Moville, IA","Moville, IA",100
"Richland, PA","Richland, PA",100
"Shoreacres, TX","Shoreacres, TX",100
"Pleak, TX","Pleak, TX",100
"Tryon, NC","Tryon, NC",100
"Cressona, PA","Cressona, PA",100
"Springfield, NE","Springfield, NE",100
"Mayville, NY","Mayville, NY",100
"Crosbyton, TX","Crosbyton, TX",100
"Delavan, IL","Delavan, IL",100
"Pinehurst, ID","Pinehurst, ID",100
"Hillsboro, ND","Hillsboro, ND",100
"Woodburn, IN","Woodburn, IN",100
"Thorp, WI","Thorp, WI",100
"Atlanta, IL","Atlanta, IL",100
"Plains, TX","Plains, TX",100
"Quincy, MI","Quincy, MI",100
"Elk Rapids, MI","Elk Rapids, MI",100
"South Charleston, OH","South Charleston, OH",100
"Mill Hall, PA","Mill Hall, PA",100
